id,name,birth_canton,frequency
2353,Bözingen (auj. Bienne),BE,1.0
2354,Grub (comm. Eggersriet),SG,1.0
2355,Neuhaus (Baden),Etranger,1.0
2356,Cham,LU,
2357,Hundwil,AR,1.0
2358,Königsfelden bei Brugg,AG,1.0
2359,Coglio (Maggia),TI,1.0
2360,Céphalonie,Etranger,1.0
2361,St. Antoni,FR,1.0
2362,Combremont-le-Grand,VD,1.0
2363,Dompierre,FR,1.0
2364,Brigue-Glis,VS,1.0
2365,Tilsit,étranger,1.0
2366,Wald (comm. Sankt Peterzell),AR,1.0
2367,Champvent,VD,3.0
2368,Forst,BE,1.0
2369,Guntmadingen,SH,2.0
2370,Wettswil,ZH,2.0
2371,Schlarigna/Celerina,GR,1.0
2372,Brigels,GR,2.0
2373,Rüderswil,BE,2.0
2374,Aristau,AG,1.0
2375,Havelange (Namur),Etranger,1.0
2376,Itzehoe,Etranger,1.0
2377,Pasadena,Etranger,1.0
2378,Bendorf (Rhénanie-Palatinat),Etranger,1.0
2379,Campo Vallemaggia,TI,1.0
2380,Sumatra,Etranger,1.0
2381,Bingum (Ostfriesland),Etranger,1.0
2382,Pekin,Etranger,1.0
2383,Champex,VS,1.0
2384,Thonon-les-Bains,Etranger,1.0
2385,Dorfchemnitz,Etranger,1.0
2386,Baden bei Wien,Etranger,1.0
2387,Oberwart,Etranger,1.0
2388,Kirchheim/Teck,Etranger,1.0
2389,Newmachar,Etranger,1.0
2390,Lerida,Etranger,1.0
2391,Lauchheim,Etranger,1.0
2392,Dussnang,TG,1.0
2393,Gelsenkirchen,Etranger,2.0
2394,Leverkusen,Etranger,1.0
2395,Lausanne,VS,
2396,Geesthacht,Etranger,1.0
2397,Tel Aviv,Etranger,1.0
2398,Saint-Brieuc,Etranger,1.0
2399,La Paz,Etranger,1.0
2400,Örkelljunga,Etranger,1.0
2401,Bayonne,Etranger,1.0
2402,Ehingen,Etranger,1.0
2403,Altdorf,Uri,
2404,Combremont-le-Petit,VD,1.0
2405,Bassersdorf,ZH,1.0
2406,Etat de New-York,Etranger,1.0
2407,Farsala,Etranger,1.0
2408,Duffel (Anvers),Etranger,1.0
2409,Tremessen (Posnanie),Etranger,1.0
2410,Gevelsberg,Etranger,1.0
2411,Troyes,Etranger,1.0
2412,Hoensbroek,Etranger,1.0
2413,Edlibach,ZG,1.0
2414,Neuenhof,AG,1.0
2415,Saint-Gingolph,VS,
2416,Savagnier,NE,2.0
2417,Blumenau,Etranger,1.0
2418,Près de Francfort,Etranger,1.0
2419,Salgesch,VS,1.0
2420,Hochdorf,LU,2.0
2421,Liddes,VS,1.0
2422,Giez,VD,2.0
2423,Vals,GR,4.0
2424,Perlen,LU,1.0
2425,Sessa,TI,2.0
2426,Genève,Ge,
2427,Corseaux-sur-Vevey,VD,1.0
2428,Rekingen,AG,1.0
2429,Valeyres-sous-Rances,VD,3.0
2430,"Bülach, Rafz (ZH)",ZH,1.0
2431,Dürrenroth,BE,5.0
2432,Endingen am Kaiserstuhl,Etranger,1.0
2433,Sydney,Etranger,2.0
2434,Ermensee,LU,1.0
2435,Glaris Sud,GL,1.0
2436,Lignerolle,VD,2.0
2437,Riaz,FR,
2438,Gurtendorf bei Wabern,BE,1.0
2439,Volketswil,ZH,1.0
2440,Versam,GR,1.0
2441,Erlenbach,ZG,
2442,Berne,LU,
2443,Comano,TI,1.0
2444,Erlenbach im Simmental,BE,1.0
2445,Udupi,Etranger,1.0
2446,Saillon,VS,1.0
2447,Hagenbuch,ZH,1.0
2448,Gordola,TI,1.0
2449,Gossliwil,SO,1.0
2450,Rüfenach,AG,1.0
2451,Stettlen,BE,1.0
2452,Rohren-Toos,TG,1.0
2453,Flims,GR,2.0
2454,Trub,BE,2.0
2455,Wildhaus,SG,3.0
2456,Bünzen,AG,5.0
2457,Wavre,NE,1.0
2458,Wauwil,LU,2.0
2459,Beinwil (Freiamt),AG,1.0
2460,Sonogno,TI,1.0
2461,Bosco Gurin,TI,1.0
2462,Founex,VD,1.0
2463,Prangins,VD,2.0
2464,Mittelhäusern,BE,1.0
2465,Bettswil,ZH,1.0
2466,Bäretswil,ZH,2.0
2467,Feusisberg,SZ,2.0
2468,Pfungen,ZH,1.0
2469,Badenweiler,Etranger,1.0
2470,Brügglen,SO,1.0
2471,Bleiken,TG,1.0
2472,Achern,Etranger,1.0
2473,Bodenfelde an der Weser (Basse-Saxe),Etranger,1.0
2474,Bärschwil,SO,1.0
2475,Nänikon,ZH,2.0
2476,Schloss Reichenau,GR,1.0
2477,Köln am Rhein,Etranger,1.0
2478,Salonique,Etranger,1.0
2479,Agiez,VD,1.0
2480,Klosters,GR,3.0
2481,Chingford,Etranger,1.0
2482,Wyden,AG,1.0
2483,Noiraigue,NE,2.0
2484,Veyrier,GE,3.0
2485,Emmenweid,LU,1.0
2486,Berlin,ZH,
2487,Broc,FR,3.0
2488,Sâles,FR,4.0
2489,Worb,BE,4.0
2490,Trüllikon,ZH,1.0
2491,Golaten,BE,1.0
2492,Toledo,Etranger,1.0
2493,Lungern,OW,2.0
2494,Schafisheim,AG,1.0
2495,Hammern,Etranger,1.0
2496,Irgenhausen,ZH,2.0
2497,Winznau,SO,2.0
2498,Doncaster,Etranger,1.0
2499,Vendlincourt,BE,1.0
2500,Oberendingen,AG,1.0
2501,Arni bei Biglen,BE,1.0
2502,Wollishofen,ZH,1.0
2503,Constantinople,Etranger,1.0
2504,Heidelsheim,Etranger,1.0
2505,Céligny,GE,1.0
2506,Davos-Glaris,GR,1.0
2507,Blonay,VD,2.0
2508,Ursenbach,BE,1.0
2509,Menzberg,LU,1.0
2510,Bâle,BS?,
2511,Müswangen,LU,1.0
2512,Kämmoos/Bübikon,ZH,1.0
2513,Oron-la-Ville,VD,1.0
2514,Mosnang,SG,1.0
2515,Enge (auj. Zurich),ZH,1.0
2516,Ostermundigen,BE,1.0
2517,Somvix (Sumvigt),GR,1.0
2518,Mühleberg,BE,2.0
2519,Zoug,Zg,
2520,Pise,Etranger,1.0
2521,Splügen,GR,1.0
2522,Filisur,GR,1.0
2523,Ormalingen,BL,1.0
2524,Daucher-Alfermée,BE,1.0
2525,Oberbuchsiten,SO,1.0
2526,Schmitten,FR,3.0
2527,Hilterfingen,BE,1.0
2528,Gais,AR,2.0
2529,Rickenbach bei Wil,TG,1.0
2530,Muri,BE,
2531,Metzerlen-Mariastein,SO,1.0
2532,Bournemouth,Etranger,1.0
2533,Aesch bei Birmensdorf,ZH,1.0
2534,Angoulème,Etranger,1.0
2535,Wildegg,AG,2.0
2536,Padang,Etranger,1.0
2537,Flums,SG,5.0
2538,Endingen,AG,1.0
2539,Urnäsch,AR,1.0
2540,Hottingen,ZH,2.0
2541,Cernobbio (Lombardie),Etranger,1.0
2542,Lommis,TG,1.0
2543,Euseigne,VS,1.0
2544,Bodio,TI,1.0
2545,Kradolf,TG,1.0
2546,Ringgenberg,BE,1.0
2547,Givisiez,FR,1.0
2548,Guemligen,BE,1.0
2549,Sudbury,Etranger,1.0
2550,Brandenburg an der Havel,Etranger,1.0
2551,Wattwil,SO,
2552,Weggis,LU,1.0
2553,Vacallo,TI,1.0
2554,Mauensee,LU,1.0
2555,Schöftland,AG,1.0
2556,Kappelen,BE,2.0
2557,Kobe,Etranger,2.0
2558,Zollikofen,BE,
2559,Senarclens,VD,1.0
2560,Soral,GE,1.0
2561,Reust,BE,1.0
2562,Götighofen,TG,1.0
2563,Daviaz,VS,1.0
2564,Salvenach,FR,1.0
2565,Wolhusen,LU,3.0
2566,Conthey,VS,1.0
2567,Vignogn,GR,1.0
2568,Granges,VS,
2569,Anrath,Etranger,1.0
2570,Lauterbrunnen,BE,1.0
2571,Nebikon,LU,1.0
2572,Schongau,LU,2.0
2573,Sumvitg,GR,2.0
2574,Sarn,GR,1.0
2575,Reitnau,AG,1.0
2576,Malters,LU,1.0
2577,Epsach,BE,1.0
2578,Sennwald,SG,1.0
2579,Gebenstorf,AG,1.0
2580,Montcherand,VD,1.0
2581,Kesswil,TG,3.0
2582,Altstätten,ZH,
2583,Neuegg (comm. Rüegsau),BE,1.0
2584,Steinenbrünnen (comm. Wahlern),BE,1.0
2585,Dinhard,ZH,1.0
2586,Adlikon,ZH,1.0
2587,Müllheim,TG,1.0
2588,Niedermuhlern,BE,1.0
2589,Courgevaux,FR,1.0
2590,Silenen,UR,2.0
2591,Beinwil,AG,2.0
2592,Anchettes,VS,1.0
2593,Portalban,FR,1.0
2594,Gretschins,SG,1.0
2595,Rüti,GL,
2596,Itaslen,TG,1.0
2597,Schwellbrunn,AR,1.0
2598,Schmiedrued,AG,1.0
2599,Bangerten,BE,1.0
2600,Flerden,GR,2.0
2601,Wattwiller (Alsace),Etranger,1.0
2602,Seengen,AG,1.0
2603,Wängi,TG,2.0
2604,Spengelried (comm. Mühleberg),BE,1.0
2605,Reppischmühle (comm. Dietikon),ZH,1.0
2606,Russo,TI,1.0
2607,Neunforn,TG,1.0
2608,Collombey-Muraz,VS,1.0
2609,Arogno,TI,2.0
2610,Hemmerswil (auj. comm. Amriswil),TG,1.0
2611,Chêne-Bourg,GE,4.0
2612,Altendorf,SZ,1.0
2613,Lampenberg,BL,1.0
2614,Ebnat,SG,1.0
2615,Loèche,VS,2.0
2616,Enggistein,BE,1.0
2617,Nesslau,SG,1.0
2618,Bärenwil bei Langenbruck,BL,1.0
2619,Tablat,SG,1.0
2620,Bovenden bei Göttingen,Etranger,1.0
2621,Untervaz,GR,1.0
2622,Les Echerins (Lutry),VD,1.0
2623,Hellsau,BE,1.0
2624,Signy-Avenex,VD,1.0
2625,Böblingen (Wurtemberg),Etranger,1.0
2626,Castiel,GR,1.0
2627,Bussy,FR,1.0
2628,Saint-Martin,VS,1.0
2629,Aetingen,SO,1.0
2630,Schlatt,ZH,1.0
2631,Lisora (comm. Monteggio),TI,1.0
2632,Plan-les-Ouates,GE,1.0
2633,Tägerwilen,TG,1.0
2634,San Vittore,GR,1.0
2635,Busslingen,AG,1.0
2636,Obergösgen,SO,1.0
2637,Egerkingen,SO,1.0
2638,Naters,VS,2.0
2639,Brig-Glis,VS,1.0
2640,Mariahilf (comm. Guin),FR,1.0
2641,Chalais,VS,1.0
2642,Saint-Pierre-de-Clages (comm. Chamoson),VS,1.0
2643,Grand-Lancy,GE,1.0
2644,Hendschiken,AG,1.0
2645,Gonten,AI,2.0
2646,Starrkirch,SO,1.0
2647,Winkeln (comm. Saint-Gall),SG,1.0
2648,Jouxtens-Mézery,VD,2.0
2649,Ascona,TI,1.0
2650,L'Haÿ-les-Roses,Etranger,1.0
2651,Andernach/Rhein,Etranger,1.0
2652,Cambrai,Etranger,1.0
2653,"Cincinnati, Ohio",Etranger,1.0
2654,Schleswig,Etranger,1.0
2655,Donzhausen,TG,1.0
2656,Küssnacht,SZ,1.0
2657,Wuppenau ou Wil,TG ou SG,1.0
2658,Rebstein,SG,2.0
2659,Sandgrub-Liebenau,Etranger,1.0
2660,Gauselfingen,Etranger,1.0
2661,Sankt-Fiden,SG,1.0
2662,Crest (Drôme),Etranger,1.0
2663,Bruzella,TI,1.0
2664,Nuolen,SZ,1.0
2665,Ems-Domat,GR,1.0
2666,Villeret,BE,1.0
2667,Aschaffenburg,Etranger,2.0
2668,Olten,AG,
2669,Luino,Etranger,1.0
2670,Malagny,GE,1.0
2671,"Liepaja, (Russie, aujourd'hui Lettonie)",Etranger,1.0
2672,Witikon (auj. comm. Zurich),ZH,1.0
2673,Etoy,VD,1.0
2674,Corsier,GE,1.0
2675,Verscio,TI,1.0
2676,Trogen,AI,
2677,Dongio (Acquarossa),TI,1.0
2678,Bioggio (Massagno),TI,1.0
2679,Camorino,TI,1.0
2680,Melano,TI,1.0
2681,Wittwil (Staffelbach),AG,1.0
2682,Morschwiller-le-Bas (Alsace),Etranger,1.0
2683,Vernand-près-Lausanne,VD,1.0
2684,Sézegnin (comm. Avusy),GE,1.0
2685,Cugy,FR,1.0
2686,Vailly-sur-Aisne,Etranger,1.0
2687,Ensisheim (Alsace),Etranger,1.0
2688,Bürglen,UR,1.0
2689,"Poissy, Seine-et-Oise",Etranger,1.0
2690,Berg (TG),TG,1.0
2691,Göppingen (Bade),Etranger,1.0
2692,Rottenschwil,AG,1.0
2693,Frontenex (comm. Cologny),GE,1.0
2694,Matt,GL,2.0
2695,Möriken,AG,1.0
2696,Steinegg,AI,1.0
2697,Schötz,LU,1.0
2698,Gontenbad,AI,1.0
2699,Eschlikon,TG,1.0
2700,Rünenberg,BL,1.0
2701,Schiltigheim (Basse-Alsace),Etranger,1.0
2702,Böckten,BL,1.0
2703,Tuggen,SZ,1.0
2704,Einsiedeln,SZ?,
2705,Dallenwil,NW,1.0
2706,Oberdorf,NW,1.0
2707,Näfels,OW,
2708,Engelberg,NW,
2709,Saxon,VS,2.0
2710,Oberstrass,ZH,1.0
2711,Aadorf,TG,1.0
2712,Hemmental,SH,1.0
2713,Ründeroth b Köln,Etranger,1.0
2714,Horn,Etranger,
2715,Fez,Etranger,1.0
2716,Ruschein,GR,1.0
2717,Port Elizabeth,Etranger,1.0
2718,Belfort,Etranger,2.0
2719,San Salvador,Etranger,1.0
2720,Oehringen,Etranger,1.0
2721,Hall (Tirol),Etranger,1.0
2722,Burnley (Lancashire),Etranger,1.0
2723,Buchholterberg,BE,2.0
2724,Québec,Etranger,4.0
2725,Gilly,Etranger,
2726,Vinzel,VD,1.0
2727,Berlin,étranger,
2728,Coutance,GE,1.0
2729,Liebwalde (Prusse orientale),Etranger,1.0
2730,Maur,ZH,1.0
2731,Bassins,VD,1.0
2732,Tier,Etranger,1.0
2733,Lignières,NE,2.0
2734,Colombo,Etranger,2.0
2735,Bahia,Etranger,1.0
2736,Hessen,Etranger,1.0
2737,Acquarossa,TI,1.0
2738,Wales,Etranger,1.0
2739,Thörigen,BE,2.0
2740,Honnef,Etranger,1.0
2741,Friedrich-Wilhelms-Hütte (auj. Troisdorf),Etranger,1.0
2742,Laufen-Uhwiesen,ZH,1.0
2743,Fourneaux près de Modane,Etranger,1.0
2744,Hüttwilen,TG,1.0
2745,Zwochau (Saxe),Etranger,1.0
2746,Poznan,Etranger,1.0
2747,Rimini (Forli),Etranger,1.0
2748,Asnières-sur-Seine (Ile-de-France),Etranger,1.0
2749,Nimègue,Etranger,1.0
2750,Chatillens,VD,2.0
2751,Les Planches-sur-Montreux,VD,1.0
2752,Cracovie,Etranger,5.0
2753,Jessenetz bei Konitz,Etranger,1.0
2754,Rombach (comm. Küttigen),AG,1.0
2755,Lecco (Come),Etranger,1.0
2756,Stockach (Bade),Etranger,1.0
2757,Lerbach (Hannover),Etranger,1.0
2758,Paderborn,Etranger,2.0
2759,Grünstadt,Etranger,1.0
2760,"Fiesole, Florence",Etranger,1.0
2761,Hildesheim,Etranger,2.0
2762,Fiaugères,FR,1.0
2763,Dippach (Luxembourg),Etranger,1.0
2764,"Myszków, près de Poznań (Prusse, auj. Pologne)",Etranger,2.0
2765,Puławy (Pologne autrichienne),Etranger,1.0
2766,Ersigen,BE,1.0
2767,Usingen (Hesse),Etranger,1.0
2768,Grosshockenheim,Etranger,1.0
2769,Beaumont (Auvergne),Etranger,1.0
2770,Horn (auj. quartier de Brême),Etranger,1.0
2771,Wesel (Rhénanie),Etranger,1.0
2772,Pouilly-sur-Saône,Etranger,1.0
2773,"Bobrezowo (gouvernement de Vologda, Russie)",Etranger,1.0
2774,Praz,FR,1.0
2775,Pfeffingen,BL,1.0
2776,Elberfeld (auj. Wuppertal),Etranger,3.0
2777,Kastelruth (Tirol),Etranger,1.0
2778,Radkersburg (Styrie),Etranger,1.0
2779,"Kremenets (Russie, auj. Ukraine)",Etranger,1.0
2780,Hechtsberg (Bade),Etranger,1.0
2781,Tschugg,BE,1.0
2782,Bowil,BE,1.0
2783,St Veit an der Glan (Kärnten),Etranger,1.0
2784,Esslingen am Neckar (Württemberg),Etranger,1.0
2785,Pohlern bei Thoune,BE,1.0
2786,Ham bei Hamburg,Etranger,1.0
2787,"Saint-Ay, Loiret",Etranger,1.0
2788,Arnhem,Etranger,1.0
2789,Voerde in Westfalen,Etranger,1.0
2790,Hittnau,ZH,1.0
2791,Guben (Basse-Lusace),Etranger,1.0
2792,Kürenz (auj. quartier de Trèves),Etranger,1.0
2793,Indersdorf (Bavière),Etranger,1.0
2794,Brilon (Westphalie),Etranger,1.0
2795,Beiersdorf,Etranger,1.0
2796,Allondans (Franche-Comté),Etranger,1.0
2797,Gernsbach (Bade),Etranger,1.0
2798,Oetwil am See,ZH,1.0
2799,Berneck (Haute-Franconie),Etranger,1.0
2800,Kiev,Etranger,3.0
2801,Charlottenburg,Etranger,1.0
2802,Montevideo,Etranger,3.0
2803,Breckerfeld (Westphalie),Etranger,1.0
2804,Illnau,ZH,1.0
2805,Unterlangenegg,BE,1.0
2806,Chomutov,Etranger,1.0
2807,Halberstadt,Etranger,2.0
2808,Forchheim (Saxe),Etranger,1.0
2809,Flamatt,FR,1.0
2810,Phyangtong,Etranger,1.0
2811,La Joux,FR,1.0
2812,Sarrebourg (Moselle),Etranger,1.0
2813,Chavannes-sous-Orsonnens,FR,1.0
2814,Bannes,Etranger,1.0
2815,Rheinland,Etranger,1.0
2816,Lambach (Haute-Autriche),Etranger,1.0
2817,Hochheim am Main (Hesse),Etranger,1.0
2818,Mühlehorn,GL,1.0
2819,Hauterive,FR,
2820,Lecce,Etranger,1.0
2821,Saint-Légier/La Chiésaz,VD,1.0
2822,Nalliers (Vendée),Etranger,1.0
2823,Bullet,VD,1.0
2824,Rose-Hill,Etranger,1.0
2825,"Sancoins, Cher",Etranger,1.0
2826,Suchy,VD,1.0
2827,"Rjeshitza, Rezekne",Etranger,1.0
2828,Dabovo,Etranger,1.0
2829,Serrières,NE,1.0
2830,Neukirch an der Thur,TG,2.0
2831,Amsteg,UR,1.0
2832,Pinneberg (Schleswig-Holstein),Etranger,1.0
2833,Cremin,VD,1.0
2834,Paudex,VD,1.0
2835,Schussenried (Wurtemberg),Etranger,1.0
2836,Gräbschen (près de Breslau),Etranger,1.0
2837,Schiers,GR,2.0
2838,Detmold (Westphalie),Etranger,1.0
2839,"Stettin (Poméranie, auj. Szczecin, Pologne)",Etranger,1.0
2840,Posen/Poznan,Etranger,1.0
2841,Altenklingen,TG,1.0
2842,Casale Monferrato (Piémont),Etranger,1.0
2843,Gryon,VD,2.0
2844,Cittadella (Padoue),Etranger,1.0
2845,Castro,TI,1.0
2846,Pertuis,Etranger,1.0
2847,Beatenberg,BE,1.0
2848,Kernenried,BE,1.0
2849,Livourne,Etranger,1.0
2850,Chamonix,Etranger,1.0
2851,Jekaterinoslaw,Etranger,1.0
2852,Boulogne-sur-Mer,Etranger,1.0
2853,"Montargis, Loiret",Etranger,1.0
2854,Kaiserslautern (Rhénanie-Palatinat),Etranger,1.0
2855,Dantzig,Etranger,1.0
2856,Auboranges,FR,1.0
2857,"Gagnac, Lot",Etranger,1.0
2858,Saarburg,Etranger,2.0
2859,Striegau,Etranger,1.0
2860,"Saint-Pierre-de-Trivizy, Tarn",Etranger,1.0
2861,"Frameries, Hainaut",Etranger,1.0
2862,Cherbourg,Etranger,1.0
2863,La Neuveville,NE,
2864,Saint-Pierre (Martinique),Etranger,1.0
2865,Saint-Fort-sur-Gironde (Poitou-Charentes),Etranger,1.0
2866,Capellades (Catalogne),Etranger,1.0
2867,Riedholz,SO,1.0
2868,Douanne,BE,1.0
2869,"Rougemont-le-Château, Belfort",Etranger,1.0
2870,Vic sur Seille,Etranger,1.0
2871,Traiguen,Etranger,1.0
2872,Romans (Drôme),Etranger,1.0
2873,Schwarmstedt (Basse-Saxe),Etranger,1.0
2874,Kalisz (Pologne russe),Etranger,1.0
2875,Otelfingen,ZH,1.0
2876,Plzeň,Etranger,1.0
2877,Idaho,Etranger,1.0
2878,Montlingen,SG,1.0
2879,Oberthal,BE,1.0
2880,Flensbourg,Etranger,1.0
2881,Sasbach bei Achern (Forêt-Noire),Etranger,1.0
2882,Buttisholz,LU,1.0
2883,Brunstatt,Etranger,1.0
2884,Yiyang,Etranger,1.0
2885,Castelló de la Plana,Etranger,1.0
2886,Buzau,Etranger,1.0
2887,Losone,TI,2.0
2888,Fontaines-sur-Grandson,VD,1.0
2889,Zittau,Etranger,1.0
2890,Lavey-Morcles,VD,1.0
2891,Uetendorf,BE,2.0
2892,Altenbögge,Etranger,1.0
2893,Trachselwald,BE,1.0
2894,Cauderan,Etranger,1.0
2895,Bristol,Etranger,1.0
2896,Eggenburg,Etranger,1.0
2897,Jaegerndorf,Etranger,1.0
2898,Bitche,Etranger,1.0
2899,Lodz,Etranger,1.0
2900,Bursinel,VD,1.0
2901,Wittlich,Etranger,1.0
2902,Schwenningen (Wurtemberg),Etranger,1.0
2903,Ixelles,Etranger,2.0
2904,Erfurt,Etranger,1.0
2905,Rubigen,BE,1.0
2906,Mexico,Etranger,3.0
2907,Geuensee,LU,1.0
2908,Kosice,Etranger,1.0
2909,Jauer,Etranger,1.0
2910,Seon,AG,1.0
2911,Jhelum,Etranger,1.0
2912,Ilford,Etranger,1.0
2913,Krefeld,Etranger,3.0
2914,Novi Sad,Etranger,1.0
2915,nord de la france,Etranger,1.0
2916,Kladno,Etranger,1.0
2917,Villanueva de Cordoba,Etranger,2.0
2918,"Meaux, Seine et Marne",Etranger,1.0
2919,Naumburg (Saale),Etranger,1.0
2920,Tarakan,Etranger,1.0
2921,Nove Mesto nad Metuji,Etranger,1.0
2922,Waltershausen (Thuringe),Etranger,1.0
2923,Sari,Etranger,1.0
2924,"Empoli, Florence",Etranger,1.0
2925,Valentigney (Franche-Comté),Etranger,1.0
2926,Luck,Etranger,1.0
2927,Moutiers,Etranger,1.0
2928,Kaunas,Etranger,1.0
2929,Iseltwald,BE,1.0
2930,Insterburg,Etranger,1.0
2931,Leiden,Etranger,2.0
2932,"Figline Valdarno, Florence",Etranger,1.0
2933,"Pontarlier, Doubs",Etranger,1.0
2934,Cysoing,Etranger,1.0
2935,Selb (Bayern),Etranger,1.0
2936,Bell (Eifel),Etranger,1.0
2937,Retford,Etranger,1.0
2938,Morlaix (Bretagne),Etranger,1.0
2939,Kalima,Etranger,1.0
2940,Neishabour,Etranger,1.0
2941,Ludwigshafen,Etranger,1.0
2942,Rodewisch,Etranger,1.0
2943,Wernburg (Thuringe),Etranger,1.0
2944,"Hammond, Indiana",Etranger,1.0
2945,Fürth,Etranger,1.0
2946,Pilsen,Etranger,1.0
2947,St-Goarshausen,Etranger,1.0
2948,Zrenjanin,Etranger,1.0
2949,Burg (Süderdithmarschen),Etranger,1.0
2950,Lommel,Etranger,1.0
2951,Baarland,Etranger,1.0
2952,Tinzen,GR,1.0
2953,Nordhausen/ Thüringen,Etranger,1.0
2954,"Lice (kurde Piran, province de Diyarbakir)",Etranger,1.0
2955,Bischofshofen,Etranger,1.0
2956,Pelmonostor,Etranger,1.0
2957,Salavaux,VD,1.0
2958,Peterborough,Etranger,1.0
2959,Pavie,Etranger,1.0
2960,"Raiatea (Uturoa, Iles sous le vent)",Etranger,1.0
2961,Norfolk,Etranger,1.0
2962,"Umanak, Groenland",Etranger,1.0
2963,Kampen,Etranger,1.0
2964,Burgsteinfurt,Etranger,1.0
2965,Schiedam,Etranger,1.0
2966,Mayen,Etranger,2.0
2967,Charmoille,JU,1.0
2968,"Neuwiller, Haut-Rhin",Etranger,1.0
2969,Münchberg,Etranger,1.0
2970,Lüdinghausen,étranger,1.0
2971,Tarbes,Etranger,1.0
2972,Sainte-Elisabeth/Joliette,Etranger,1.0
2973,Rheinbach,Etranger,1.0
2974,Wikon,LU,1.0
2975,Hard,Etranger,1.0
2976,Altötting,Etranger,1.0
2977,"Casalmaggiore, Cremona",Etranger,1.0
2978,Southampton,Etranger,1.0
2979,Fachsenfeld,Etranger,1.0
2980,Bözen,AG,1.0
2981,Ornsköldsvik,Etranger,1.0
2982,Blida,Etranger,1.0
2983,Edesheim/Pfalz,Etranger,1.0
2984,Wolfsburg,Etranger,1.0
2985,Moers,Etranger,1.0
2986,Esslingen am Neckar,Etranger,1.0
2987,Puerto-Rico,Etranger,1.0
2988,Oran,Etranger,1.0
2989,"Brownsville, Pennsylvanie",Etranger,1.0
2990,Neugersdorf in Sachsen,Etranger,1.0
2991,Munich,étranger,
2992,Kansas City,Etranger,1.0
2993,Turtmann,VS,1.0
2994,"Sallanches, Haute-Savoie",Etranger,1.0
2995,Neumünster,Etranger,1.0
2996,Gafsa,Etranger,1.0
2997,Posen,Etranger,2.0
2998,Palerme,Etranger,2.0
2999,Bad Essen,Etranger,1.0
3000,Varnsdorf,Etranger,1.0
3001,Colombes,Etranger,1.0
3002,Oberzeiring,Etranger,1.0
3003,Baden,ZH,
3004,Douala,Etranger,1.0
3005,Cavergno,TI,1.0
3006,Cambridge,Etranger,1.0
3007,Aix-en-Provence,Etranger,1.0
3008,Meldorf,Etranger,1.0
3009,Anderlecht,Etranger,1.0
3010,Betschkerek im Banat,Etranger,1.0
3011,Offenburg,Etranger,1.0
3012,St-Aubin,NE,1.0
3013,Backnang,Etranger,1.0
3014,Arnsdorf,Etranger,1.0
3015,Eisenberg,Etranger,1.0
3016,Preonzo,TI,1.0
3017,Grandfontaine,JU,1.0
3018,Louvain,Etranger,1.0
3019,Pistoia,Etranger,1.0
3020,Hillegom,Etranger,1.0
3021,Leonberg,Etranger,1.0
3022,Wohlen bei Bern,BE,1.0
3023,Schweidnitz,Etranger,1.0
3024,Minden,Etranger,1.0
3025,Calw,Etranger,1.0
3026,Battle Creek,Etranger,1.0
3027,Mittweida,Etranger,1.0
3028,Pont l'Evêque,Etranger,1.0
3029,Hawai,Etranger,1.0
3030,Eberbach,Etranger,1.0
3031,Sulz,Etranger,2.0
3032,Neustadt an der Waldnaab,Etranger,1.0
3033,Norwich,Etranger,1.0
3034,Zweisimmen,BE,1.0
3035,Aurillac,Etranger,1.0
3036,"Shawinigan, Québec",Etranger,1.0
3037,Schottland,Etranger,1.0
3038,Malines,Etranger,1.0
3039,Avereest,Etranger,1.0
3040,Helpsen,Etranger,1.0
3041,Meiningen,Etranger,1.0
3042,Vichy,étranger,1.0
3043,Ile de Wight,Etranger,1.0
3044,London (Ontario),Etranger,1.0
3045,"Hittisau, Vorarlberg",Etranger,1.0
3046,Durban,Etranger,1.0
3047,Oulu,Etranger,1.0
3048,Cincinnati,Etranger,1.0
3049,Germersheim,Etranger,1.0
3050,Detmold,Etranger,1.0
3051,Elze,Etranger,1.0
3052,Vorau,Etranger,1.0
3053,Marburg an der Lahn,Etranger,1.0
3054,Speyer a. Rh.,Etranger,1.0
3055,Malmö,Etranger,1.0
3056,Bludenz,Etranger,1.0
3057,Wassenaar,Etranger,1.0
3058,Autun,Etranger,1.0
3059,Glogau,Etranger,1.0
3060,Wahlern,BE,1.0
3061,Pfronten-Heitlern,Etranger,1.0
3062,Coblence,Etranger,1.0
3063,St. Urban,LU,1.0
3064,Heffingen,Etranger,1.0
3065,Châteaudun,Etranger,1.0
3066,Rocourt,Etranger,1.0
3067,Kortrÿk,Etranger,1.0
3068,Vernon,Etranger,1.0
3069,Portici (Naples),Etranger,1.0
3070,Rosario,étranger,1.0
3071,"Momignies, Hainaut",Etranger,1.0
3072,Merano,Etranger,1.0
3073,Nenzing/Vorarlberg,Etranger,1.0
3074,Putzleinsdorf,Etranger,1.0
3075,Bazna,Etranger,1.0
3076,Marl,Etranger,1.0
3077,Biella,Etranger,1.0
3078,Worms,Etranger,1.0
3079,"Wauseon, Ohio",Etranger,1.0
3080,Saint-Cloud,Etranger,1.0
3081,Henniez,VD,1.0
3082,Penthéréaz,VD,1.0
3083,Bussigny,VD,1.0
3084,Champagne,VD,1.0
3085,La Côte-aux-Fées,NE,1.0
3086,Gland,VD,1.0
3087,Intragna,TI,1.0
